Address,Latitude,Longitude,Date,ETo (mm/day),qc,Sol Rad Avg (W/sq.m),qc
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,3/12/2003,0.92, ,178, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,3/13/2003,1.78, ,88, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,3/14/2003,2.03, ,174, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,3/15/2003,1.63, ,170, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,3/16/2003,1.58, ,164, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,3/17/2003,2.69, ,226, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,3/18/2003,2.48, ,239, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,3/19/2003,1.92, ,145, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,3/20/2003,2.21, ,223, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,3/21/2003,2, ,165, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,3/22/2003,1.2, ,117, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,3/23/2003,2.44, ,237, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,3/24/2003,2.64, ,240, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,3/25/2003,1.49, ,127, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,3/26/2003,2.12, ,221, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,3/27/2003,2.91, ,256, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,3/28/2003,2.95, ,258, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,3/29/2003,3.67, ,245, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,3/30/2003,3.99, ,260, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,3/31/2003,2.86, ,209, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,4/1/2003,2.18, ,236, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,4/2/2003,1.47, ,180, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,4/3/2003,1.88, ,209, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,4/4/2003,1.79, ,186, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,4/5/2003,1.68, ,183, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,4/6/2003,1.66, ,148, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,4/7/2003,3.54, ,276, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,4/8/2003,2.99, ,280, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,4/9/2003,0, ,0, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,4/10/2003,0, ,0, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,4/11/2003,3.09, ,201, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,4/12/2003,1.92, ,150, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,4/13/2003,2.35, ,231, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,4/14/2003,1.99, ,207, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,4/15/2003,1.64, ,179, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,4/16/2003,1.54, ,227, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,4/17/2003,2.5, ,264, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,4/18/2003,3.31, ,292, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,4/19/2003,3.68, ,293, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,4/20/2003,3.03, ,217, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,4/21/2003,1.69, ,129, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,4/22/2003,2.52, ,238, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,4/23/2003,1.58, ,180, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,4/24/2003,1.63, ,207, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,4/25/2003,1.55, ,145, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,4/26/2003,2.56, ,260, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,4/27/2003,2.19, ,168, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,4/28/2003,1.68, ,231, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,4/29/2003,2.12, ,202, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,4/30/2003,3.47, ,308, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,5/1/2003,3.73, ,293, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,5/2/2003,2.32, ,170, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,5/3/2003,2.33, ,173, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,5/4/2003,2.69, ,300, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,5/5/2003,3.81, ,324, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,5/6/2003,2.01, ,184, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,5/7/2003,3.51, ,290, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,5/8/2003,1.89, ,187, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,5/9/2003,2.41, ,213, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,5/10/2003,3.44, ,285, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,5/11/2003,1.99, ,151, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,5/12/2003,4.01, ,324, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,5/13/2003,4.72, ,336, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,5/14/2003,4.85, ,332, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,5/15/2003,3.7, ,331, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,5/16/2003,4.65, ,336, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,5/17/2003,4.6, ,333, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,5/18/2003,4.99, ,338, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,5/19/2003,5, ,339, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,5/20/2003,5.31, ,337, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,5/21/2003,5.33, ,340, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,5/22/2003,5.91, ,340, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,5/23/2003,6.15, ,342, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,5/24/2003,4.01, ,195, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,5/25/2003,4.27, ,282, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,5/26/2003,5.16, ,339, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,5/27/2003,6.79, ,345, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,5/28/2003,5.8, ,319, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,5/29/2003,5.95, ,321, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,5/30/2003,5.32, ,339, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,5/31/2003,5.66, ,335, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,6/1/2003,6.21, ,345, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,6/2/2003,6.91, ,352, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,6/3/2003,7, ,352, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,6/4/2003,7.59, ,355, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,6/5/2003,7.07, ,356, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,6/6/2003,6.31, ,352, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,6/7/2003,6.63, ,352, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,6/8/2003,6.57, ,356, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,6/9/2003,6.2, ,353, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,6/10/2003,6.32, ,354, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,6/11/2003,6.62, ,350, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,6/12/2003,5.18, ,301, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,6/13/2003,5.14, ,346, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,6/14/2003,5.65, ,356, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,6/15/2003,0, ,0, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,6/16/2003,7.24, ,353, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,6/17/2003,0, ,0, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,6/18/2003,4.41, ,262, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,6/19/2003,0, ,0, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,6/20/2003,0, ,0, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,6/21/2003,0, ,0, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,6/22/2003,0, ,0, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,6/23/2003,5.17, ,272, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,6/24/2003,0, ,0, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,6/25/2003,6.38, ,362, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,6/26/2003,6.83, ,361, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,6/27/2003,6.73, ,355, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,6/28/2003,6.68, ,347, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,6/29/2003,6.91, ,335, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,6/30/2003,5.85, ,350, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,7/1/2003,5.8, ,345, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,7/2/2003,5.87, ,347, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,7/3/2003,5.94, ,343, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,7/4/2003,6.14, ,340, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,7/5/2003,6.69, ,339, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,7/6/2003,6.55, ,337, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,7/7/2003,5.6, ,332, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,7/8/2003,5.57, ,326, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,7/9/2003,0, ,0, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,7/10/2003,6.16, ,351, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,7/11/2003,5.84, ,338, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,7/12/2003,0, ,0, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,7/13/2003,0, ,0, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,7/14/2003,5.86, ,340, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,7/15/2003,5.76, ,339, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,7/16/2003,5.81, ,340, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,7/17/2003,6.05, ,337, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,7/18/2003,0, ,0, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,7/19/2003,0, ,0, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,7/20/2003,0, ,0, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,7/21/2003,6.31, ,329, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,7/22/2003,6.82, ,330, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,7/23/2003,5.97, ,283, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,7/24/2003,3.33, ,219, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,7/25/2003,3.62, ,218, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,7/26/2003,5.8, ,331, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,7/27/2003,6.88, ,328, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,7/28/2003,6.63, ,332, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,7/29/2003,7.13, ,332, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,7/30/2003,6.37, ,334, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,7/31/2003,5.56, ,322, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,8/1/2003,5.24, ,316, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,8/2/2003,2.11, ,120, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,8/3/2003,0, ,0, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,8/4/2003,5.31, ,325, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,8/5/2003,4.61, ,324, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,8/6/2003,0, ,0, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,8/7/2003,0, ,0, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,8/8/2003,4.84, ,308, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,8/9/2003,0, ,0, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,8/10/2003,0, ,0, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,8/11/2003,4.59, ,315, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,8/12/2003,0, ,0, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,8/13/2003,0, ,0, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,8/14/2003,4.94, ,310, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,8/15/2003,5.52, ,310, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,8/16/2003,5.51, ,307, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,8/17/2003,0, ,0, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,8/18/2003,5.92, ,303, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,8/19/2003,5.51, ,298, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,8/20/2003,0, ,0, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,8/21/2003,2.73, ,164, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,8/22/2003,3.76, ,284, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,8/23/2003,0, ,0, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,8/24/2003,0, ,0, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,8/25/2003,4.81, ,288, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,8/26/2003,4.41, ,260, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,8/27/2003,4.81, ,286, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,8/28/2003,0, ,0, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,8/29/2003,0, ,0, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,8/30/2003,0, ,0, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,8/31/2003,0, ,0, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,9/1/2003,0, ,0, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,9/2/2003,0, ,0, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,9/3/2003,4.17, ,115, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,9/4/2003,0, ,0, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,9/5/2003,4.55, ,273, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,9/6/2003,0, ,0, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,9/7/2003,0, ,0, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,9/8/2003,3.45, ,227, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,9/9/2003,2.82, ,252, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,9/10/2003,3.84, ,262, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,9/11/2003,5.25, ,259, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,9/12/2003,4.88, ,254, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,9/13/2003,5.84, ,254, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,9/14/2003,4.54, ,249, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,9/15/2003,0, ,0, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,9/16/2003,3.34, ,226, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,9/17/2003,0, ,0, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,9/18/2003,4.34, ,238, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,9/19/2003,3.59, ,241, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,9/20/2003,0, ,0, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,9/21/2003,0, ,0, 
"10125 Eastside Rd, Fort Jones, CA 96032(41.5771, -122.8398)",41.577069,-122.839843,9/22/2003,4.26, ,232, 
