Date Model_Date Streamflow_cfs Streamflow_m3/day
12/4/2008 6640 63.4 155102.6
12/5/2008 6641 62.4 152627.6
12/6/2008 6642 60.4 147765.4
12/7/2008 6643 56.7 138763.7
12/8/2008 6644 53.2 130138.1
12/9/2008 6645 49.3 120620.7
12/10/2008 6646 48.9 119707.3
12/11/2008 6647 50.8 124264.3
12/12/2008 6648 53.0 129559.1
12/13/2008 6649 64.3 157315.8
12/14/2008 6650 65.7 160665.5
12/15/2008 6651 65.0 159067.4
12/16/2008 6652 54.2 132531.7
12/17/2008 6653 51.0 124760.7
12/18/2008 6654 46.3 113256.6
1/29/2009 6696 72.0 176209.0
1/30/2009 6697 70.0 171334.0
1/31/2009 6698 68.8 168234.6
2/1/2009 6699 66.9 163697.7
2/2/2009 6700 66.1 161648.1
2/3/2009 6701 65.8 161088.8
2/4/2009 6702 67.1 164168.0
2/5/2009 6703 68.6 167739.1
2/6/2009 6704 71.2 174160.5
2/7/2009 6705 72.4 177158.1
2/8/2009 6706 71.6 175205.3
2/9/2009 6707 69.9 171083.0
2/10/2009 6708 69.0 168844.9
2/11/2009 6709 71.9 176006.3
2/12/2009 6710 73.3 179300.7
2/13/2009 6711 76.2 186409.4
2/14/2009 6712 76.8 187794.0
2/15/2009 6713 78.8 192888.5
2/16/2009 6714 81.0 198286.1
2/17/2009 6715 80.9 197973.7
2/18/2009 6716 77.6 189951.7
2/19/2009 6717 75.3 184162.8
2/20/2009 6718 76.6 187343.1
2/21/2009 6719 78.3 191559.6
2/22/2009 6720 166.2 406590.7
2/23/2009 6721 417.7 1021995.1
2/24/2009 6722 445.4 1089695.4
2/25/2009 6723 350.2 856830.9
2/26/2009 6724 250.4 612711.3
2/27/2009 6725 200.9 491456.6
2/28/2009 6726 174.6 427159.3
3/1/2009 6727 214.3 524256.4
3/5/2009 6731 376.6 921291.3
3/6/2009 6732 301.8 738467.0
3/7/2009 6733 258.1 631456.2
3/8/2009 6734 232.6 569074.5
3/9/2009 6735 211.9 518463.9
3/10/2009 6736 192.0 469783.7
3/11/2009 6737 180.1 440600.5
3/12/2009 6738 171.0 418360.8
3/13/2009 6739 166.8 407977.5
3/14/2009 6740 165.4 404601.7
3/15/2009 6741 164.6 402640.4
3/16/2009 6742 300.0 734055.0
3/17/2009 6743 364.9 892696.1
3/18/2009 6744 290.3 710307.8
3/19/2009 6745 260.1 636447.8
3/20/2009 6746 266.4 651852.4
3/21/2009 6747 281.9 689670.7
3/22/2009 6748 264.5 647153.1
3/23/2009 6749 243.8 596429.2
3/24/2009 6750 222.1 543358.6
3/25/2009 6751 211.9 518343.1
3/26/2009 6752 205.3 502175.0
3/27/2009 6753 230.4 563688.0
3/28/2009 6754 277.1 677960.2
3/29/2009 6755 285.5 698532.4
3/30/2009 6756 261.2 638978.6
3/31/2009 6757 237.5 581174.6
4/1/2009 6758 228.0 557708.1
4/2/2009 6759 232.6 569045.9
4/3/2009 6760 218.3 534198.4
4/4/2009 6761 202.4 495289.8
4/5/2009 6762 167.4 409486.8
4/6/2009 6763 156.7 383267.2
4/7/2009 6764 154.2 377252.2
4/8/2009 6765 151.4 370514.3
4/9/2009 6766 154.4 377661.1
4/10/2009 6767 163.8 400828.3
4/11/2009 6768 150.3 367824.6
4/12/2009 6769 145.0 354817.1
4/13/2009 6770 162.3 397078.4
4/14/2009 6771 172.7 422576.9
4/15/2009 6772 156.6 383169.2
4/16/2009 6773 141.6 346351.4
4/17/2009 6774 135.3 331061.6
4/18/2009 6775 150.8 369016.9
4/19/2009 6776 195.5 478300.9
4/20/2009 6777 315.0 770742.8
4/24/2009 6781 429.2 1050022.7
4/25/2009 6782 369.3 903534.2
4/26/2009 6783 324.0 792740.0
4/27/2009 6784 294.6 720775.7
4/28/2009 6785 266.9 652989.0
4/29/2009 6786 232.4 568584.6
4/30/2009 6787 211.9 518453.3
5/1/2009 6788 229.5 561405.6
5/2/2009 6789 284.3 695662.5
5/3/2009 6790 418.8 1024749.3
5/4/2009 6791 409.7 1002340.1
5/12/2009 6799 423.2 1035307.5
5/13/2009 6800 403.8 987885.2
5/14/2009 6801 397.0 971404.3
5/15/2009 6802 448.3 1096745.1
5/16/2009 6803 442.9 1083611.4
5/21/2009 6808 431.8 1056541.9
5/22/2009 6809 422.0 1032463.6
5/23/2009 6810 416.9 1019869.0
5/24/2009 6811 405.3 991684.2
5/25/2009 6812 383.2 937521.4
5/26/2009 6813 356.6 872448.5
5/27/2009 6814 341.0 834282.5
5/28/2009 6815 335.1 819948.3
5/29/2009 6816 337.2 825059.1
5/30/2009 6817 315.6 772200.1
5/31/2009 6818 321.6 786736.8
6/1/2009 6819 295.9 723925.8
6/2/2009 6820 259.8 635717.9
6/3/2009 6821 287.5 703282.5
6/4/2009 6822 336.1 822273.9
6/5/2009 6823 285.3 697901.7
6/6/2009 6824 313.2 766367.7
6/7/2009 6825 245.0 599306.8
6/8/2009 6826 199.2 487474.3
6/9/2009 6827 163.6 400228.9
6/10/2009 6828 146.5 358326.1
6/11/2009 6829 154.2 377313.2
6/12/2009 6830 157.2 384579.0
6/13/2009 6831 149.5 365749.4
6/14/2009 6832 165.2 404095.4
6/15/2009 6833 151.9 371671.9
6/16/2009 6834 140.8 344423.1
6/17/2009 6835 116.3 284462.0
6/18/2009 6836 99.2 242816.1
6/19/2009 6837 87.7 214515.1
6/20/2009 6838 68.6 167737.5
6/21/2009 6839 67.5 165126.7
6/22/2009 6840 59.2 144955.0
6/23/2009 6841 51.6 126351.0
6/24/2009 6842 47.1 115197.9
6/25/2009 6843 47.0 115046.5
6/26/2009 6844 51.4 125786.7
6/27/2009 6845 31.2 76396.2
6/28/2009 6846 27.8 68010.7
6/29/2009 6847 24.9 60825.5
6/30/2009 6848 21.7 52985.9
7/1/2009 6849 18.4 45123.9
7/2/2009 6850 17.1 41715.8
7/3/2009 6851 16.8 41033.3
7/4/2009 6852 15.1 36983.4
7/5/2009 6853 13.1 32066.8
7/6/2009 6854 14.5 35445.2
7/7/2009 6855 12.5 30517.6
7/8/2009 6856 10.3 25286.7
7/9/2009 6857 10.0 24391.2
7/10/2009 6858 6.7 16490.8
7/11/2009 6859 6.4 15605.7
7/12/2009 6860 6.9 16966.3
7/13/2009 6861 7.2 17595.5
7/14/2009 6862 6.7 16487.0
7/15/2009 6863 6.0 14765.3
7/16/2009 6864 5.3 12865.7
7/17/2009 6865 5.2 12833.4
7/18/2009 6866 4.8 11725.7
7/19/2009 6867 4.1 10051.7
7/20/2009 6868 4.0 9801.1
7/21/2009 6869 4.9 11889.6
7/22/2009 6870 4.7 11378.0
7/23/2009 6871 3.0 7341.7
7/24/2009 6872 2.7 6640.1
7/25/2009 6873 3.0 7404.0
7/26/2009 6874 2.1 5122.8
7/27/2009 6875 2.5 6065.6
7/28/2009 6876 3.0 7224.8
7/29/2009 6877 3.0 7426.4
7/30/2009 6878 3.1 7577.5
7/31/2009 6879 2.9 7205.1
8/1/2009 6880 2.4 5986.8
8/2/2009 6881 2.3 5691.7
8/3/2009 6882 2.4 5921.2
8/4/2009 6883 2.0 4903.1
8/5/2009 6884 2.1 5118.1
8/6/2009 6885 2.7 6533.6
8/7/2009 6886 2.1 5117.8
8/8/2009 6887 2.1 5081.1
8/9/2009 6888 2.0 4935.2
8/10/2009 6889 2.1 5065.5
8/11/2009 6890 2.0 4957.0
8/12/2009 6891 2.1 5043.6
8/13/2009 6892 2.1 5031.6
8/14/2009 6893 2.1 5170.8
8/15/2009 6894 2.1 5161.7
8/16/2009 6895 2.1 5167.4
8/17/2009 6896 2.0 5011.9
8/18/2009 6897 1.9 4669.2
8/19/2009 6898 1.7 4141.7
8/20/2009 6899 1.5 3739.8
8/21/2009 6900 1.2 2977.7
8/22/2009 6901 1.2 2835.4
8/23/2009 6902 1.1 2672.5
8/24/2009 6903 1.3 3234.1
8/25/2009 6904 1.3 3168.2
8/26/2009 6905 1.1 2687.4
8/27/2009 6906 1.0 2502.3
8/28/2009 6907 1.0 2439.5
8/29/2009 6908 0.9 2300.5
8/30/2009 6909 0.9 2157.3
8/31/2009 6910 1.0 2478.3
9/1/2009 6911 1.0 2473.6
9/2/2009 6912 0.9 2112.1
9/3/2009 6913 0.7 1692.6
9/4/2009 6914 0.4 997.9
9/5/2009 6915 0.0 0.0
9/6/2009 6916 0.0 0.0
9/7/2009 6917 0.0 0.0
9/8/2009 6918 0.0 0.0
9/9/2009 6919 0.0 0.0
9/10/2009 6920 0.0 0.0
9/11/2009 6921 0.0 0.0
9/12/2009 6922 0.0 0.0
9/13/2009 6923 0.0 0.0
9/14/2009 6924 0.0 0.0
9/15/2009 6925 0.0 0.0
9/16/2009 6926 0.0 0.0
9/17/2009 6927 0.0 0.0
9/18/2009 6928 0.0 0.0
9/19/2009 6929 0.0 0.0
9/20/2009 6930 0.0 0.0
9/21/2009 6931 0.0 0.0
9/22/2009 6932 0.0 0.0
9/23/2009 6933 0.0 0.0
9/24/2009 6934 0.0 0.0
9/25/2009 6935 0.0 0.0
9/26/2009 6936 0.0 0.0
9/27/2009 6937 0.0 0.0
9/28/2009 6938 0.0 0.0
9/29/2009 6939 0.0 0.0
9/30/2009 6940 0.1 206.5
10/1/2009 6941 0.7 1766.8
10/2/2009 6942 1.7 4278.1
10/3/2009 6943 2.6 6410.6
10/4/2009 6944 3.1 7552.6
10/5/2009 6945 3.7 9039.5
10/6/2009 6946 4.1 10130.0
10/7/2009 6947 4.2 10350.0
10/8/2009 6948 4.4 10831.0
10/9/2009 6949 4.7 11511.5
10/10/2009 6950 5.3 13018.2
10/11/2009 6951 5.5 13434.0
10/12/2009 6952 5.8 14311.1
10/13/2009 6953 52.7 128976.4
10/14/2009 6954 178.0 435462.8
10/15/2009 6955 119.4 292169.8
10/16/2009 6956 63.1 154446.9
10/17/2009 6957 37.9 92732.9
10/18/2009 6958 29.6 72316.3
10/19/2009 6959 23.7 58062.4
10/20/2009 6960 21.2 51949.4
10/21/2009 6961 20.7 50597.8
10/22/2009 6962 20.9 51236.4
10/23/2009 6963 21.3 52049.4
10/24/2009 6964 20.8 50974.4
10/25/2009 6965 20.3 49565.5
10/26/2009 6966 19.8 48496.8
10/27/2009 6967 20.0 48876.1
10/28/2009 6968 19.8 48454.3
10/29/2009 6969 14.0 34348.0
10/30/2009 6970 12.7 31014.6
10/31/2009 6971 14.4 35212.9
11/1/2009 6972 15.1 37049.9
11/2/2009 6973 14.3 35008.3
11/3/2009 6974 14.0 34194.8
11/4/2009 6975 14.2 34683.9
11/5/2009 6976 13.2 32338.4
11/6/2009 6977 21.4 52322.7
11/7/2009 6978 31.4 76926.1
11/8/2009 6979 28.9 70809.6
11/9/2009 6980 27.1 66335.0
11/10/2009 6981 28.3 69216.7
11/11/2009 6982 25.6 62515.2
11/12/2009 6983 24.7 60484.6
11/13/2009 6984 23.5 57581.3
11/14/2009 6985 22.7 55555.1
11/15/2009 6986 23.3 57097.2
11/16/2009 6987 23.9 58449.5
11/17/2009 6988 25.8 63096.3
11/18/2009 6989 33.7 82479.2
11/19/2009 6990 29.5 72082.2
11/20/2009 6991 25.1 61465.5
11/21/2009 6992 27.1 66421.2
11/22/2009 6993 43.0 105171.1
11/23/2009 6994 43.0 105233.3
11/24/2009 6995 34.3 83981.3
11/25/2009 6996 33.1 81091.2
11/26/2009 6997 31.1 76097.3
11/27/2009 6998 36.4 89084.7
11/28/2009 6999 38.3 93670.5
11/29/2009 7000 34.9 85296.1
11/30/2009 7001 31.4 76732.3
12/1/2009 7002 29.1 71207.7
12/2/2009 7003 26.2 64222.0
12/3/2009 7004 25.0 61183.4
12/4/2009 7005 24.4 59799.8
12/5/2009 7006 24.0 58628.9
12/6/2009 7007 22.7 55415.6
12/7/2009 7008 21.9 53501.6
12/8/2009 7009 20.4 49858.0
12/9/2009 7010 20.3 49659.6
12/10/2009 7011 19.5 47641.1
12/11/2009 7012 20.3 49728.2
12/12/2009 7013 21.9 53623.2
12/13/2009 7014 22.9 55955.2
12/14/2009 7015 22.9 55939.5
12/15/2009 7016 26.0 63681.3
12/16/2009 7017 73.9 180727.2
12/17/2009 7018 65.8 161051.0
12/18/2009 7019 52.1 127420.7
12/19/2009 7020 51.4 125731.2
12/20/2009 7021 54.7 133930.1
12/21/2009 7022 66.8 163351.4
12/22/2009 7023 63.5 155366.7
12/23/2009 7024 58.3 142563.9
12/24/2009 7025 52.2 127822.3
12/25/2009 7026 41.8 102192.8
12/26/2009 7027 38.5 94169.8
12/27/2009 7028 38.0 93055.3
12/28/2009 7029 37.1 90711.4
12/29/2009 7030 33.9 82912.8
12/30/2009 7031 33.9 82912.0
12/31/2009 7032 35.7 87453.0
1/1/2010 7033 200.3 490046.8
1/2/2010 7034 180.8 442285.5
1/3/2010 7035 120.5 294889.4
1/4/2010 7036 94.5 231202.7
1/5/2010 7037 82.2 201107.4
1/6/2010 7038 88.3 215912.8
1/7/2010 7039 122.8 300539.3
1/8/2010 7040 121.6 297485.8
1/9/2010 7041 161.7 395703.0
1/10/2010 7042 143.1 350094.2
1/11/2010 7043 135.2 330878.0
1/12/2010 7044 320.9 785164.1
1/13/2010 7045 469.5 1148747.4
1/14/2010 7046 354.8 867984.2
1/15/2010 7047 235.4 575834.9
1/16/2010 7048 180.5 441545.7
1/17/2010 7049 157.4 384984.5
1/18/2010 7050 216.8 530346.7
1/20/2010 7052 448.3 1096808.0
1/21/2010 7053 352.8 863162.5
1/22/2010 7054 265.1 648697.3
1/23/2010 7055 209.8 513188.9
1/24/2010 7056 183.2 448116.2
1/25/2010 7057 173.0 423205.9
1/26/2010 7058 176.2 431103.4
1/27/2010 7059 169.8 415404.4
1/28/2010 7060 155.2 379747.5
1/29/2010 7061 150.0 366988.8
1/30/2010 7062 166.7 407957.0
1/31/2010 7063 159.9 391135.3
2/1/2010 7064 147.0 359706.0
2/2/2010 7065 138.0 337613.4
2/3/2010 7066 143.2 350318.6
2/4/2010 7067 160.8 393443.9
2/5/2010 7068 423.4 1035990.4
2/6/2010 7069 342.0 836650.8
2/7/2010 7070 271.0 663019.8
2/8/2010 7071 221.6 542280.7
2/9/2010 7072 190.4 465935.1
2/10/2010 7073 167.9 410682.5
2/11/2010 7074 154.5 377953.0
2/12/2010 7075 157.3 384899.5
2/13/2010 7076 162.9 398528.2
2/14/2010 7077 181.6 444404.9
2/15/2010 7078 196.6 480981.5
2/16/2010 7079 181.0 442716.0
2/17/2010 7080 176.6 432001.2
2/18/2010 7081 170.3 416672.5
2/19/2010 7082 162.6 397795.0
2/20/2010 7083 155.5 380502.3
2/21/2010 7084 147.3 360491.6
2/22/2010 7085 137.9 337460.9
2/23/2010 7086 132.4 323962.8
2/24/2010 7087 138.9 339924.5
2/25/2010 7088 132.3 323613.4
2/26/2010 7089 168.5 412319.3
2/27/2010 7090 380.5 930919.8
2/28/2010 7091 265.8 650219.8
3/1/2010 7092 219.9 537935.4
3/2/2010 7093 240.5 588429.6
3/3/2010 7094 268.0 655666.1
3/4/2010 7095 235.7 576705.2
3/5/2010 7096 216.5 529731.4
3/6/2010 7097 198.2 484903.1
3/7/2010 7098 185.1 452895.2
3/8/2010 7099 180.9 442537.3
3/9/2010 7100 176.9 432730.3
3/10/2010 7101 168.6 412598.7
3/11/2010 7102 157.1 384343.1
3/12/2010 7103 172.2 421205.4
3/13/2010 7104 184.5 451373.4
3/14/2010 7105 163.0 398729.5
3/15/2010 7106 157.3 384934.0
3/16/2010 7107 169.1 413833.4
3/17/2010 7108 196.5 480874.1
3/18/2010 7109 204.6 500628.5
3/19/2010 7110 205.4 502566.0
3/20/2010 7111 217.9 533025.1
3/21/2010 7112 272.2 665888.7
3/22/2010 7113 313.1 765926.8
3/23/2010 7114 274.4 671290.3
3/24/2010 7115 268.0 655748.3
3/25/2010 7116 315.7 772505.2
3/26/2010 7117 273.8 669939.4
3/27/2010 7118 243.0 594470.5
3/28/2010 7119 236.5 578508.4
3/29/2010 7120 359.0 878424.2
3/30/2010 7121 493.5 1207506.2
3/31/2010 7122 422.8 1034411.9
4/1/2010 7123 323.8 792121.3
4/2/2010 7124 302.9 741153.8
4/3/2010 7125 270.6 662029.7
4/4/2010 7126 254.8 623276.6
4/5/2010 7127 241.0 589559.6
4/6/2010 7128 223.1 545856.0
4/7/2010 7129 219.1 536015.4
4/8/2010 7130 247.9 606569.7
4/9/2010 7131 236.1 577667.4
4/10/2010 7132 228.7 559482.6
4/11/2010 7133 232.6 569137.0
4/12/2010 7134 255.3 624691.5
4/13/2010 7135 257.0 628820.2
4/14/2010 7136 257.3 629597.9
4/15/2010 7137 254.5 622747.5
4/16/2010 7138 241.4 590666.3
4/17/2010 7139 271.8 664905.5
4/18/2010 7140 345.0 844046.6
4/19/2010 7141 442.3 1082124.3
4/22/2010 7144 470.9 1152104.4
4/23/2010 7145 462.0 1130296.8
4/24/2010 7146 475.3 1162776.9
4/25/2010 7147 488.6 1195507.1
5/12/2010 7164 480.2 1174855.6
6/12/2010 7195 795.1 1945356.4
6/16/2010 7199 791.2 1935714.0
6/17/2010 7200 731.4 1789469.6
6/18/2010 7201 731.9 1790632.6
6/19/2010 7202 728.1 1781403.5
6/20/2010 7203 680.2 1664228.3
6/21/2010 7204 666.7 1631159.9
6/22/2010 7205 673.3 1647401.9
6/23/2010 7206 711.7 1741158.2
6/24/2010 7207 757.6 1853637.7
6/25/2010 7208 745.9 1824964.7
6/26/2010 7209 742.5 1816700.0
6/27/2010 7210 726.2 1776663.6
6/28/2010 7211 717.3 1755028.7
6/29/2010 7212 684.9 1675751.3
6/30/2010 7213 596.6 1459741.6
7/1/2010 7214 512.3 1253491.1
7/2/2010 7215 453.0 1108259.4
7/3/2010 7216 398.7 975412.4
7/4/2010 7217 360.4 881729.9
7/5/2010 7218 350.5 857624.7
7/6/2010 7219 351.5 859869.2
7/7/2010 7220 353.0 863593.9
7/8/2010 7221 331.7 811625.0
7/9/2010 7222 318.0 777990.4
7/10/2010 7223 306.9 750967.0
7/11/2010 7224 294.1 719549.3
7/12/2010 7225 278.3 680841.5
7/13/2010 7226 237.7 581523.7
7/14/2010 7227 203.4 497596.9
7/15/2010 7228 180.2 440971.7
7/16/2010 7229 165.6 405034.0
7/17/2010 7230 147.0 359679.9
7/18/2010 7231 124.0 303492.5
7/19/2010 7232 104.2 255029.1
7/20/2010 7233 74.4 182074.4
7/21/2010 7234 61.6 150756.6
7/22/2010 7235 54.2 132520.5
7/23/2010 7236 47.5 116310.6
7/24/2010 7237 42.6 104103.5
7/25/2010 7238 39.9 97730.3
7/26/2010 7239 41.8 102371.5
7/27/2010 7240 38.4 93992.5
7/28/2010 7241 29.4 71932.3
7/29/2010 7242 21.8 53324.0
7/30/2010 7243 20.7 50584.5
7/31/2010 7244 18.7 45681.8
8/1/2010 7245 16.8 41056.2
8/2/2010 7246 14.7 36064.3
8/3/2010 7247 10.3 25291.1
8/4/2010 7248 9.3 22673.4
8/5/2010 7249 8.4 20612.4
8/6/2010 7250 7.6 18490.7
8/7/2010 7251 6.7 16316.7
8/8/2010 7252 5.8 14287.5
8/9/2010 7253 5.9 14415.0
8/10/2010 7254 5.9 14545.0
8/11/2010 7255 6.0 14608.6
8/12/2010 7256 6.4 15744.4
8/13/2010 7257 5.8 14202.7
8/14/2010 7258 5.2 12655.8
8/15/2010 7259 5.1 12493.9
8/16/2010 7260 5.1 12542.5
8/17/2010 7261 5.2 12713.2
8/18/2010 7262 5.7 13956.9
8/19/2010 7263 6.3 15390.5
8/20/2010 7264 6.6 16257.2
8/21/2010 7265 6.6 16188.4
8/22/2010 7266 6.0 14718.7
8/23/2010 7267 5.0 12321.4
8/24/2010 7268 4.7 11541.0
8/25/2010 7269 5.0 12125.6
8/26/2010 7270 5.1 12544.6
8/27/2010 7271 5.4 13128.9
8/28/2010 7272 5.3 12895.3
8/29/2010 7273 5.6 13808.7
8/30/2010 7274 6.0 14595.3
8/31/2010 7275 6.0 14607.2
9/1/2010 7276 6.1 14918.3
9/2/2010 7277 6.0 14723.1
9/3/2010 7278 5.9 14471.3
9/4/2010 7279 5.2 12695.4
9/5/2010 7280 5.8 14096.5
9/6/2010 7281 7.3 17932.3
9/7/2010 7282 5.2 12729.6
9/8/2010 7283 4.7 11584.7
9/9/2010 7284 4.5 10918.7
9/10/2010 7285 4.3 10457.0
9/11/2010 7286 4.6 11222.8
9/12/2010 7287 4.8 11736.9
9/13/2010 7288 4.7 11577.7
9/14/2010 7289 4.7 11458.4
9/15/2010 7290 4.7 11388.2
9/16/2010 7291 4.4 10796.8
9/17/2010 7292 4.8 11862.4
9/18/2010 7293 6.3 15323.1
9/19/2010 7294 9.8 24037.7
9/20/2010 7295 14.7 36064.9
9/21/2010 7296 13.7 33483.0
9/22/2010 7297 13.6 33301.3
9/23/2010 7298 12.7 31094.2
9/24/2010 7299 10.8 26443.6
9/25/2010 7300 9.3 22763.1
9/26/2010 7301 7.6 18607.2
9/27/2010 7302 7.5 18265.1
9/28/2010 7303 7.0 17198.5
9/29/2010 7304 6.8 16637.2
9/30/2010 7305 5.0 12334.8
