Date Model_Date Streamflow_cfs Streamflow_m3/day
4/7/2009 6764 213.6 522711.4944
4/8/2009 6765 221.8 542625.8413
4/9/2009 6766 222.5 544258.3523
4/10/2009 6767 233.6 571498.5032
4/11/2009 6768 217.8 532857.7343
4/12/2009 6769 207.6 507888.3037
4/13/2009 6770 224.4 549096.1284
4/14/2009 6771 241.5 590917.009
4/15/2009 6772 229.5 561452.8159
4/16/2009 6773 207.9 508645.2055
4/17/2009 6774 197.5 483130.2422
4/18/2009 6775 206.3 504710.7683
4/19/2009 6776 250.5 612846.2303
4/20/2009 6777 382.5 935771.6699
4/25/2009 6782 478.8 1171491.106
4/26/2009 6783 452.6 1107281.086
4/27/2009 6784 407.4 996826.863
4/28/2009 6785 368.3 901008.2522
4/29/2009 6786 322.4 788672.4454
4/30/2009 6787 288.5 705800.5403
5/1/2009 6788 300.0 733999.3948
5/2/2009 6789 373.9 914699.4771
5/3/2009 6790 482.8 1181216.521
5/22/2009 6809 493.9 1208403.967
5/23/2009 6810 484.2 1184650.178
5/24/2009 6811 481.8 1178816.627
5/25/2009 6812 464.3 1135955.013
5/26/2009 6813 437.3 1069992.956
5/27/2009 6814 409.9 1002948.215
5/28/2009 6815 401.0 981177.2502
5/29/2009 6816 398.2 974298.0829
5/30/2009 6817 378.7 926529.188
5/31/2009 6818 382.5 935810.9397
6/1/2009 6819 360.9 882971.7539
6/2/2009 6820 330.4 808457.4193
6/3/2009 6821 356.8 872918.8344
6/4/2009 6822 398.0 973770.378
6/5/2009 6823 382.6 935947.5185
6/6/2009 6824 396.2 969218.1131
6/7/2009 6825 329.1 805143.7902
6/8/2009 6826 272.5 666589.7082
6/9/2009 6827 228.2 558280.4814
6/10/2009 6828 205.2 502058.665
6/11/2009 6829 206.3 504630.2148
6/12/2009 6830 207.4 507501.0034
6/13/2009 6831 198.6 485842.0709
6/14/2009 6832 207.6 507889.7195
6/15/2009 6833 195.6 478533.5302
6/16/2009 6834 188.2 460432.9861
6/17/2009 6835 174.4 426668.9766
6/18/2009 6836 155.4 380268.3729
6/19/2009 6837 129.5 316789.9075
6/20/2009 6838 114.8 280856.1594
6/21/2009 6839 108.8 266186.1441
6/22/2009 6840 92.6 226485.9562
6/23/2009 6841 71.3 174407.6916
6/24/2009 6842 77.9 190583.8255
6/25/2009 6843 76.3 186640.421
6/26/2009 6844 85.4 208866.2315
6/27/2009 6845 64.6 158025.0069
6/28/2009 6846 59.3 145136.189
6/29/2009 6847 57.6 140969.0091
6/30/2009 6848 52.7 129050.2527
7/1/2009 6849 49.1 120015.6514
7/2/2009 6850 47.1 115286.002
7/3/2009 6851 44.5 108753.9945
7/4/2009 6852 40.2 98257.91925
7/5/2009 6853 38.6 94465.61817
7/6/2009 6854 37.2 91103.79837
7/7/2009 6855 36.4 89143.92419
7/8/2009 6856 31.4 76723.42405
7/9/2009 6857 22.4 54867.47807
7/10/2009 6858 16.5 40437.64643
7/11/2009 6859 14.3 35037.17035
7/12/2009 6860 12.2 29830.91114
7/13/2009 6861 10.4 25465.91774
7/14/2009 6862 8.9 21856.22442
7/15/2009 6863 9.4 22896.38366
7/16/2009 6864 8.8 21486.86574
7/17/2009 6865 7.5 18470.1344
7/18/2009 6866 7.1 17269.00908
7/19/2009 6867 6.3 15422.18909
7/20/2009 6868 5.2 12812.43485
7/21/2009 6869 4.6 11208.49921
7/22/2009 6870 3.6 8784.401385
7/23/2009 6871 3.1 7502.208335
7/24/2009 6872 2.6 6354.933749
7/25/2009 6873 2.2 5356.309456
7/26/2009 6874 2.1 5029.958246
7/27/2009 6875 1.9 4596.335056
7/28/2009 6876 1.1 2640.472805
7/29/2009 6877 1.0 2492.75149
7/30/2009 6878 2.6 6428.375512
7/31/2009 6879 2.9 7125.925395
8/1/2009 6880 2.7 6697.007874
8/2/2009 6881 2.9 7156.674441
8/3/2009 6882 2.9 7214.334272
8/4/2009 6883 2.4 5989.53416
8/5/2009 6884 2.2 5350.865224
8/6/2009 6885 2.3 5692.762159
8/7/2009 6886 2.5 6104.055875
8/8/2009 6887 2.8 6871.870532
8/9/2009 6888 2.6 6374.510951
8/10/2009 6889 2.6 6422.866828
8/11/2009 6890 2.1 5044.139661
8/12/2009 6891 1.1 2747.687004
8/13/2009 6892 0.3 855.8969906
8/14/2009 6893 0.1 352.5036449
8/15/2009 6894 0.1 162.1730584
8/16/2009 6895 0.0 0
8/17/2009 6896 0.0 0
8/18/2009 6897 0.0 0
8/19/2009 6898 0.0 0
8/20/2009 6899 0.0 0
8/21/2009 6900 0.0 0
8/22/2009 6901 0.0 0
8/23/2009 6902 0.0 0
8/24/2009 6903 0.0 0
8/25/2009 6904 0.0 0
8/26/2009 6905 0.0 0
8/27/2009 6906 0.0 0
8/28/2009 6907 0.0 0
8/29/2009 6908 0.0 0
7/12/2010 7225 299.9880392 733944.737
7/13/2010 7226 263.0372917 643541.777
7/14/2010 7227 219.3785417 536727.1525
7/15/2010 7228 190.0909375 465072.6859
7/16/2010 7229 174.9415625 428008.528
7/17/2010 7230 156.6990625 383376.7923
7/18/2010 7231 140.6633333 344144.0981
7/19/2010 7232 128.2538542 313783.3145
7/20/2010 7233 107.4936458 262991.804
7/21/2010 7234 95.7021875 234143.0579
7/22/2010 7235 87.898125 215049.7947
7/23/2010 7236 80.77427083 197620.7155
7/24/2010 7237 75.331875 184305.4587
7/25/2010 7238 73.83541667 180644.2537
7/26/2010 7239 77.74197917 190201.9714
7/27/2010 7240 75.61645833 185001.7146
7/28/2010 7241 63.55677083 155496.7244
7/29/2010 7242 51.80291667 126739.9799
7/30/2010 7243 45.443125 111180.2408
7/31/2010 7244 40.67822917 99522.54191
8/1/2010 7245 37.58729167 91960.31605
8/2/2010 7246 35.9615625 87982.83958
8/3/2010 7247 31.85145833 77927.14093
8/4/2010 7248 30.05541667 73532.98131
8/5/2010 7249 28.74333333 70322.86447
8/6/2010 7250 26.170625 64028.52771
8/7/2010 7251 21.8684375 53502.88182
8/8/2010 7252 20.6115625 50427.83658
8/9/2010 7253 18.72821053 45820.06531
8/10/2010 7254 16.8796875 41297.50584
8/11/2010 7255 15.305 37444.9069
8/12/2010 7256 14.485625 35440.24041
8/13/2010 7257 13.38052083 32736.51466
8/14/2010 7258 12.06666667 29522.06533
8/15/2010 7259 11.44645833 28004.67603
8/16/2010 7260 10.93083333 26743.15822
8/17/2010 7261 10.26239583 25107.7724
8/18/2010 7262 11.27989583 27597.16755
8/19/2010 7263 10.75395833 26310.41938
8/20/2010 7264 10.9653125 26827.51426
8/21/2010 7265 11.489375 28109.67509
8/22/2010 7266 10.87625 26609.61573
8/23/2010 7267 9.147083333 22379.07114
8/24/2010 7268 9.306770833 22769.75939
8/25/2010 7269 9.686458333 23698.69523
8/26/2010 7270 8.700625 21286.77511
8/27/2010 7271 8.299479167 20305.33974
8/28/2010 7272 8.3571875 20446.52779
8/29/2010 7273 9.0903125 22240.17676
8/30/2010 7274 11.55395833 28267.68338
8/31/2010 7275 11.73083333 28700.42222
9/1/2010 7276 11.44520833 28001.6178
9/2/2010 7277 10.765625 26338.96281
9/3/2010 7278 10.2821875 25156.19429
9/4/2010 7279 10.84625 26536.21833
9/5/2010 7280 10.9825 26869.56485
9/6/2010 7281 14.41354167 35263.88277
9/7/2010 7282 13.21854167 32340.21967
9/8/2010 7283 12.705625 31085.32801
9/9/2010 7284 12.7765625 31258.88228
9/10/2010 7285 11.35541667 27781.93531
9/11/2010 7286 11.23145833 27478.66133
9/12/2010 7287 11.73208333 28703.48044
9/13/2010 7288 12.44020833 30435.9649
9/14/2010 7289 12.56072917 30730.82876
9/15/2010 7290 13.38270833 32741.86655
9/16/2010 7291 14.80635417 36224.92998
9/17/2010 7292 15.29572917 37422.22506
9/18/2010 7293 17.0709375 41765.41427
9/19/2010 7294 18.74645833 45864.71003
9/20/2010 7295 21.3609375 52261.24247
9/21/2010 7296 22.72802083 55605.92121
9/22/2010 7297 23.04510417 56381.69095
9/23/2010 7298 22.496875 55040.40444
9/24/2010 7299 21.81291667 53367.04566
9/25/2010 7300 21.31875 52158.02738
9/26/2010 7301 20.54197917 50257.59539
9/27/2010 7302 20.09020833 49152.3019
9/28/2010 7303 19.80625 48457.57513
9/29/2010 7304 19.61125 47980.49203
9/30/2010 7305 16.57916667 40562.25758
10/1/2010 7306 19.13166667 46807.15303
10/2/2010 7307 19.50760417 47726.9142
10/3/2010 7308 20.39270833 49892.39235
10/4/2010 7309 20.68885417 50616.93683
10/5/2010 7310 21.203125 51875.14156
10/6/2010 7311 21.9615625 53730.71958
10/7/2010 7312 23.19552083 56749.69736
10/8/2010 7313 22.28447917 54520.76104
10/9/2010 7314 22.23583333 54401.74512
10/10/2010 7315 22.66760417 55458.107
10/11/2010 7316 21.0584375 51521.15202
10/12/2010 7317 22.22197917 54367.84979
10/13/2010 7318 22.42572917 54866.34046
10/14/2010 7319 23.15364583 56647.24682
10/15/2010 7320 24.86302083 60829.36951
10/16/2010 7321 26.045 63721.1761
10/17/2010 7322 26.6396875 65176.12664
10/18/2010 7323 26.56666667 64997.47533
10/19/2010 7324 24.1459375 59074.96777
10/20/2010 7325 23.033125 56352.38296
10/21/2010 7326 23.28270833 56963.00855
10/22/2010 7327 24.8471875 60790.63199
10/23/2010 7328 26.23625 64189.08453
10/24/2010 7329 60.72615385 148571.3935
10/25/2010 7330 348.0207143 851460.5192
10/26/2010 7331 235.1488542 575310.4836
10/27/2010 7332 159.4859375 390195.105
10/28/2010 7333 143.234375 350434.3572
10/29/2010 7334 239.5370833 586046.6373
10/30/2010 7335 206.2554167 504620.3773
10/31/2010 7336 200.5295833 490611.668
11/1/2010 7337 243.3055208 595266.4212
11/2/2010 7338 219.8779167 537948.9134
11/3/2010 7339 208.0990625 509131.0043
11/4/2010 7340 221.7808 542604.4697
11/5/2010 7341 189.34 463236.8691
11/6/2010 7342 186.81 457055.6927
11/7/2010 7343 182.94 447580.0283
11/8/2010 7344 415.89 1017514.653
11/9/2010 7345 450.43 1102003.468
11/10/2010 7346 277.33 678520.5432
11/11/2010 7347 251.18 614540.0412
11/12/2010 7348 203.54 497979.7774
11/13/2010 7349 173.52 424535.3009
11/14/2010 7350 151.39 370393.5869
11/15/2010 7351 158.59 388008.9925
11/16/2010 7352 228.57 559217.0367
11/17/2010 7353 212.45 519773.038
11/18/2010 7354 177.56 434419.2043
11/19/2010 7355 152.81 373857.0746
11/20/2010 7356 148.64 363650.5967
11/21/2010 7357 135.00 330284.7663
11/22/2010 7358 133.64 326960.3279
11/23/2010 7359 128.62 314676.7454
11/24/2010 7360 133.90 327593.9368
11/25/2010 7361 115.23 281918.0867
11/26/2010 7362 113.15 276821.7713
11/27/2010 7363 110.70 270834.093
11/28/2010 7364 115.43 282409.1655
11/29/2010 7365 109.71 268423.8685
11/30/2010 7366 101.74 248912.0976
12/1/2010 7367 96.85 236957.3441
12/2/2010 7368 126.65 309847.1489
12/3/2010 7369 224.04 548139.905
12/4/2010 7370 240.70 588903.331
12/5/2010 7371 223.84 547633.7079
12/6/2010 7372 237.88 581981.6216
12/7/2010 7373 859.99 2104031.498
12/8/2010 7374 638.65 1562501.839
12/9/2010 7375 541.49 1324800.142
12/10/2010 7376 607.91 1487312.521
12/11/2010 7377 1201.97 2940710.729
12/12/2010 7378 1035.79 2534133.123
12/13/2010 7379 1216.92 2977295.663
12/14/2010 7380 1116.15 2730744.3
12/15/2010 7381 3688.58 9024403.568
12/16/2010 7382 2110.20 5162766.765
12/17/2010 7383 1199.39 2934413.592
12/18/2010 7384 843.40 2063440.212
12/19/2010 7385 726.89 1778404.275
12/20/2010 7386 652.84 1597232.397
12/21/2010 7387 633.05 1548805.88
1/12/2011 7409 194.58 476054.0102
1/13/2011 7410 196.42 480549.9887
1/14/2011 7411 548.52 1341993.418
1/15/2011 7412 1136.15 2779687.573
1/16/2011 7413 819.83 2005771.149
1/17/2011 7414 1354.41 3313684.024
1/18/2011 7415 3346.10 8186506.536
1/19/2011 7416 1853.59 4534948.473
1/20/2011 7417 1245.16 3046381.628
1/21/2011 7418 951.99 2329118.476
1/22/2011 7419 777.74 1902811.405
1/23/2011 7420 688.59 1684686.339
1/24/2011 7421 611.18 1495309.645
1/25/2011 7422 550.12 1345901.359
1/26/2011 7423 512.32 1253424.762
1/27/2011 7424 469.77 1149330.611
1/28/2011 7425 427.84 1046745.489
1/29/2011 7426 404.75 990263.6414
1/30/2011 7427 386.23 944952.6186
1/31/2011 7428 373.39 913536.9718
2/1/2011 7429 343.73 840958.5888
2/2/2011 7430 319.56 781833.8499
2/3/2011 7431 296.76 726043.7755
2/4/2011 7432 281.32 688277.0252
2/5/2011 7433 265.51 649584.191
2/6/2011 7434 254.96 623770.7642
2/7/2011 7435 252.64 618114.8647
2/8/2011 7436 247.77 606186.0208
2/9/2011 7437 239.26 585368.2549
2/10/2011 7438 227.86 557472.0092
2/11/2011 7439 220.31 539010.803
2/12/2011 7440 175.80 430116.2884
2/13/2011 7441 136.58 334146.5365
2/14/2011 7442 131.09 320733.7222
2/15/2011 7443 129.57 317011.9902
2/16/2011 7444 179.28 438621.9993
2/17/2011 7445 278.89 682331.6851
2/18/2011 7446 201.87 493890.7604
2/19/2011 7447 176.16 430997.5815
2/20/2011 7448 163.01 398809.7303
2/21/2011 7449 149.57 365937.3265
2/22/2011 7450 140.07 342702.478
2/23/2011 7451 131.68 322160.5857
2/24/2011 7452 125.16 306206.9773
2/25/2011 7453 121.06 296184.0347
2/26/2011 7454 122.72 300238.7464
2/27/2011 7455 113.67 278110.5606
2/28/2011 7456 111.85 273647.6252
3/1/2011 7457 108.50 265452.9735
3/2/2011 7458 107.09 262001.8541
3/3/2011 7459 111.71 273300.3952
3/4/2011 7460 125.60 307289.0583
3/5/2011 7461 118.61 290184.9858
3/6/2011 7462 122.96 300825.4811
3/7/2011 7463 175.50 429372.295
3/8/2011 7464 215.42 527041.1946
3/9/2011 7465 204.83 501133.4625
3/10/2011 7466 198.43 485476.1091
3/11/2011 7467 260.91 638345.5705
3/12/2011 7468 351.94 861048.1277
3/13/2011 7469 274.74 672182.281
3/14/2011 7470 262.56 642369.0919
3/15/2011 7471 517.41 1265886.733
3/16/2011 7472 1289.00 3153643.316
3/17/2011 7473 3481.35 8517408.274
3/18/2011 7474 1367.39 3345424.19
3/19/2011 7475 963.30 2356782.012
3/20/2011 7476 799.20 1955302.363
3/21/2011 7477 762.71 1866025.67
3/22/2011 7478 839.61 2054175.386
3/23/2011 7479 723.63 1770430.721
3/24/2011 7480 648.03 1585445.985
3/25/2011 7481 874.26 2138952.569
3/26/2011 7482 794.12 1942882.523
3/27/2011 7483 717.27 1754863.356
3/28/2011 7484 639.37 1564274.39
3/29/2011 7485 547.38 1339199.482
3/30/2011 7486 490.67 1200453.264
3/31/2011 7487 499.73 1222639.819
4/1/2011 7488 732.42 1791913.084
4/2/2011 7489 915.71 2240361.206
4/3/2011 7490 1132.22 2770075.029
4/4/2011 7491 969.33 2371536.63
4/5/2011 7492 763.40 1867715.536
4/6/2011 7493 796.55 1948829.012
4/7/2011 7494 891.27 2180563.685
4/8/2011 7495 756.75 1851444.946
4/9/2011 7496 628.12 1536749.462
4/10/2011 7497 526.35 1287765.475
4/11/2011 7498 453.24 1108898.071
4/12/2011 7499 427.85 1046780.045
4/13/2011 7500 423.41 1035909.723
4/15/2011 7502 371.26 908321.8166
4/16/2011 7503 368.29 901051.4058
4/17/2011 7504 705.06 1724996.462
4/18/2011 7505 1613.73 3948131.234
4/19/2011 7506 2480.20 6068016.051
4/20/2011 7507 1724.19 4218370.83
4/21/2011 7508 1271.18 3110054.713
4/22/2011 7509 1024.39 2506253.602
4/23/2011 7510 817.78 2000771.036
4/24/2011 7511 722.14 1766764.133
4/25/2011 7512 723.32 1769658.108
4/26/2011 7513 741.10 1813148.562
4/27/2011 7514 656.50 1606184.266
4/28/2011 7515 588.49 1439779.324
4/29/2011 7516 591.97 1448303.116
4/30/2011 7517 519.69 1271456.413
5/1/2011 7518 444.51 1087524.602
5/2/2011 7519 409.96 1002999.48
5/3/2011 7520 417.67 1021858.649
5/4/2011 7521 473.46 1158363.007
5/5/2011 7522 496.07 1213686.921
5/6/2011 7523 646.27 1581162.883
5/7/2011 7524 924.10 2260894.088
5/8/2011 7525 1176.25 2877800.763
5/9/2011 7526 1010.22 2471587.058
5/10/2011 7527 755.62 1848695.064
5/11/2011 7528 604.85 1479815.184
5/12/2011 7529 658.67 1611483.797
5/13/2011 7530 884.38 2163695.153
5/14/2011 7531 977.64 2391862.27
5/15/2011 7532 1053.91 2578468.725
5/16/2011 7533 835.49 2044095.339
5/17/2011 7534 624.66 1528270.565
5/18/2011 7535 494.76 1210460.337
5/19/2011 7536 422.39 1033403.969
5/20/2011 7537 369.93 905073.5605
5/21/2011 7538 434.74 1063628.431
5/22/2011 7539 604.00 1477744.002
5/23/2011 7540 797.04 1950028.69
5/24/2011 7541 860.41 2105058.645
5/25/2011 7542 758.39 1855451.708
5/26/2011 7543 1362.86 3334341.77
5/27/2011 7544 1195.99 2926085.807
5/28/2011 7545 890.27 2178111.568
5/29/2011 7546 765.41 1872640.417
5/30/2011 7547 632.16 1546638.004
5/31/2011 7548 513.50 1256324.408
6/1/2011 7549 613.22 1500296.014
6/2/2011 7550 681.45 1667229.655
6/3/2011 7551 589.35 1441879.82
6/4/2011 7552 508.23 1243434.729
6/5/2011 7553 482.97 1181631.536
6/6/2011 7554 539.02 1318745.703
6/7/2011 7555 832.99 2037974.492
6/8/2011 7556 1144.97 2801254.074
6/9/2011 7557 1315.70 3218956.773
6/10/2011 7558 1368.55 3348255.594
6/11/2011 7559 1524.38 3729511.295
6/12/2011 7560 1708.30 4179492.094
6/13/2011 7561 1564.43 3827499.095
6/14/2011 7562 2029.29 4964820.767
6/15/2011 7563 2306.92 5644062.237
6/16/2011 7564 2188.45 5354227.796
6/17/2011 7565 1920.31 4698200.506
6/18/2011 7566 1387.86 3395500.178
6/19/2011 7567 1359.46 3326023.127
6/20/2011 7568 1592.37 3895860.798
6/21/2011 7569 1673.55 4094463.305
6/22/2011 7570 1812.06 4433355.261
6/23/2011 7571 1804.34 4414467.519
6/24/2011 7572 1672.69 4092364.355
6/25/2011 7573 1209.53 2959217.352
6/26/2011 7574 995.98 2436736.837
6/27/2011 7575 897.52 2195854.033
6/28/2011 7576 880.95 2155318.643
6/29/2011 7577 2608.58 6382087.953
6/30/2011 7578 2726.75 6671217.557
7/1/2011 7579 1347.80 3297501.819
7/2/2011 7580 938.19 2295366.244
7/3/2011 7581 792.79 1939623.898
7/4/2011 7582 794.90 1944780.924
7/5/2011 7583 721.94 1766281.489
7/6/2011 7584 670.90 1641418.789
7/7/2011 7585 629.14 1539233.525
7/8/2011 7586 570.84 1396613.66
7/9/2011 7587 478.52 1170742.964
7/10/2011 7588 389.89 953885.4788
7/11/2011 7589 323.86 792357.2323
7/12/2011 7590 264.61 647389.7169
7/13/2011 7591 222.37 544054.7633
7/14/2011 7592 183.47 448869.9688
7/15/2011 7593 148.47 363255.6633
7/16/2011 7594 123.36 301812.647
7/17/2011 7595 126.04 308366.9952
7/18/2011 7596 111.08 271756.0651
7/19/2011 7597 115.62 282880.0467
7/20/2011 7598 147.53 360950.0789
7/21/2011 7599 117.85 288320.0954
7/22/2011 7600 102.29 250270.5317
7/23/2011 7601 89.12 218036.7759
7/24/2011 7602 82.51 201870.3466
7/25/2011 7603 72.51 177397.35
7/26/2011 7604 59.08 144542.3698
7/27/2011 7605 49.73 121665.6526
7/28/2011 7606 44.38 108583.6361
7/29/2011 7607 40.27 98526.24672
7/30/2011 7608 36.94 90369.79973
7/31/2011 7609 33.82 82753.56492
8/1/2011 7610 30.79 75327.77237
8/2/2011 7611 36.70 89784.9333
8/3/2011 7612 30.19 73868.76988
8/4/2011 7613 25.43 62221.1946
8/5/2011 7614 22.32 54606.9198
8/6/2011 7615 20.15 49306.71729
8/7/2011 7616 18.00 44047.92085
8/8/2011 7617 17.29 42308.50087
8/9/2011 7618 15.54 38025.20274
8/10/2011 7619 13.23 32367.18327
8/11/2011 7620 12.10 29605.41448
8/12/2011 7621 11.49 28100.56583
8/13/2011 7622 10.99 26892.21284
8/14/2011 7623 10.66 26084.85356
8/15/2011 7624 10.56 25827.32422
8/16/2011 7625 10.15 24822.07996
8/17/2011 7626 9.56 23379.16167
8/18/2011 7627 8.96 21915.13754
8/19/2011 7628 8.32 20346.47256
8/20/2011 7629 7.90 19327.52992
8/21/2011 7630 7.26 17752.96954
8/22/2011 7631 6.80 16629.76635
8/23/2011 7632 6.83 16707.74831
8/24/2011 7633 6.16 15068.39668
8/25/2011 7634 5.61 13726.16337
8/26/2011 7635 5.01 12259.76742
8/27/2011 7636 4.71 11523.15236
8/28/2011 7637 4.43 10842.44209
8/29/2011 7638 4.44 10873.19771
8/30/2011 7639 4.85 11859.53708
8/31/2011 7640 4.75 11629.81891
9/1/2011 7641 4.61 11275.4893
9/2/2011 7642 4.65 11377.22417
9/3/2011 7643 5.22 12775.4545
9/4/2011 7644 4.89 11970.83849
9/5/2011 7645 4.97 12169.86598
9/6/2011 7646 4.71 11529.93157
9/7/2011 7647 4.81 11756.92411
9/8/2011 7648 5.01 12247.56855
9/9/2011 7649 5.35 13085.60051
9/10/2011 7650 5.76 14095.76531
9/11/2011 7651 6.35 15529.12283
9/12/2011 7652 6.51 15928.94663
9/13/2011 7653 6.51 15937.79956
9/14/2011 7654 6.56 16060.42851
9/15/2011 7655 6.71 16424.3134
9/16/2011 7656 7.04 17214.01613
9/17/2011 7657 6.95 17005.30989
9/18/2011 7658 6.89 16851.92711
9/19/2011 7659 6.85 16750.8009
9/20/2011 7660 7.04 17212.25009
9/21/2011 7661 6.85 16763.16147
9/22/2011 7662 6.71 16406.94031
9/23/2011 7663 6.72 16440.40963
9/24/2011 7664 6.65 16276.52289
9/25/2011 7665 7.06 17274.07388
9/26/2011 7666 7.25 17743.49662
9/27/2011 7667 6.91 16911.88744
9/28/2011 7668 6.27 15345.76564
9/29/2011 7669 6.17 15103.22643
